,Date,Content,Label
1202,2022-04-06 03:04:44+00:00,"terima kasih orang baik nayok bareng bareng menjadi lebih baik lagi i love you ramadachi vtuber ",2
1203,2022-04-06 02:38:12+00:00,"pendaftaran kami masih dibuka sampai tanggal april ayo buruan daftar jangan sampai menyesal ninformasi au ",2
1204,2022-04-06 02:09:40+00:00," ingin menempuh jalan yang lebih serius champions maksudnya v vtuber indon ",1
1205,2022-04-06 02:04:34+00:00,"morning nice day play rpg ain t it ntanggal bakal main chrono cross nih sesuai diperkirakan karena sudah beli ",2
1206,2022-04-06 01:32:49+00:00,"good morning ngambaran sederhana riana mwehehehe walaupun banyak kesalahan di layer tapi riana udah berusah ",1
1207,2022-04-06 01:00:01+00:00,"akhirnya bisa sambung begal jombl zombie lagi n gaming isa lanjut main timpuk oi id crabu april ",2
1208,2022-04-05 23:45:19+00:00,"kyubi bukan lalet lagi gaesss nada yang bisa tebak ga jadi apa n special aju baru kyubi n ap ",1
1209,2022-04-05 23:20:16+00:00,"omg sorry guys lupa buat waiting roomnya untuk hari ini huhuhunnyambi ngabuburit ntanggal april njam ",1
1210,2022-04-05 20:32:05+00:00,"selamat pagi selamat berpuasa bagi yang menjalankannya sekarang coco sedang main genshin impact semoga bisa menem ",1
1211,2022-04-05 17:17:15+00:00,"gotta go fast laaaa menuju sonic hedgehog movie rilis mainin sonic generations aja dlu nselasa april j ",1
1212,2022-04-05 17:03:03+00:00,"otra nsankyu sudah mampir nsankyu sudah temani chat nsankyu juga udah like nsankyu semua nhidrora ",1
1213,2022-04-05 16:54:09+00:00,mencoba stream dsni nreality vtuberid pngtuber n,2
1214,2022-04-05 16:25:24+00:00,"yacharoo minna ngebolang bareng membership tawuran lawan serangga sekalian sahur yukn rabu april ",1
1215,2022-04-05 15:53:38+00:00,"ape dicarry dua pituber cewe ardha vtuberid vtuberindonesia ",2
1216,2022-04-05 15:20:43+00:00,"selamat malam selamat beristirahat sekarang coco sedang main the outer worlds semoga bisa menemani waktu tidur ka ",1
1217,2022-04-05 14:37:58+00:00,"alarm sahur buat kamu ncek disini keitakeiko vtuberid ",1
1218,2022-04-05 14:10:11+00:00,"what english caption should i put here nkanjeng mai wkwkwkkwkwkwkw thanks man lt lt fellow vtuber n ",1
1219,2022-04-05 14:03:34+00:00,"assalamualaikum wr wb nyuk cek update konten terbaru hidayat heheeon bio nvtuber ",1
1220,2022-04-05 13:57:26+00:00,"gas valo yok setelah tarwih n von vihlockokie ncollabkawan apeegends ",1
1221,2022-04-05 13:43:27+00:00,"akan mengguerilla stream sebentar lagi untuk test seberapa parah saya buta nada hiks ",2
1222,2022-04-05 13:38:44+00:00,"hewloo guys jadi di video kali ini rika akan menjawab pertanyaan dari kalian nthanks for subscriber ",1
1223,2022-04-05 13:25:35+00:00,"terima kasih atas inspirasi dan kesempatannya hari ini amp nsukes terus waroeng nya bun ",1
1224,2022-04-05 13:11:31+00:00,"selamat malam bagaimana keadaan mu sekarang coco sedang main ape legends semoga bisa menemani kegiatan mu di mal ",1
1225,2022-04-05 13:05:48+00:00,"lupa post w nmakasih yg uda dukung dan bantu yuki dibulan maret buat cepet punya ld w nvtuberid vtuber ",1
1226,2022-04-05 12:18:26+00:00," mau ingetin nt shirt untuk masih dijual ntanggal bakal tutup pr ",2
1227,2022-04-05 12:17:13+00:00,"today stream n little nightmares ii ",1
1228,2022-04-05 12:15:06+00:00,"today stream n freetalk minecraft ",1
1229,2022-04-05 11:57:30+00:00,"live santuy main storyofseason friendsofmineraltown gt w gt ndah lama ga lanjutin jadi kangen w nmari saksikan ubur ",1
1230,2022-04-05 11:42:14+00:00," model reveal time nhalo nightowls nvioletta lupin disini dan aku seneng banget untuk bisa nge reveal mode ",2
1231,2022-04-05 11:24:41+00:00,"siapa sangka jika telah hadir vtuberyang pindah ke versi png karena tidak kuat mesinnya npngtuber ",2
1232,2022-04-05 11:01:03+00:00,"bentar lg buka puasa yeeey w nberbukalah dengan yg manis dan menyegarkan seperti wjelly drink w or maybe ",0
1233,2022-04-05 11:00:22+00:00,"anjay aku bisa jogednvtuberid envtuber vtuberen vtuberuprising ",2
1234,2022-04-05 10:37:56+00:00,"cat mario ni game keknya ez vtuber indonesia n general nnagatakouuta fanart nkouutarts streams ",2
1235,2022-04-05 10:34:32+00:00," indonesia only ngibewey still opennnsini join nsatu email satu entry nvtuberid idvtuber vtuberindo ",1
1236,2022-04-05 10:25:04+00:00,"alhamdulillah notra nsankyu yang sudah mampir sankyu juga sudah like nselesai juga juz ke nsemoga puasa kit ",1
1237,2022-04-05 10:14:48+00:00,"saatnya maha fanart of the week sambil ngabuburit teman teman nini adalah fanart keren dari dan ",2
1238,2022-04-05 09:53:38+00:00,"donathon mimpi apa kalian tadi episode vtuberid vtuberindonesia ",1
1239,2022-04-05 09:48:11+00:00,"selamat sore gimana kabarnya sekarang coco sedang main call of duty mobile semoga bisa menemani ngabuburit kamu ",1
1240,2022-04-05 09:46:53+00:00,"new clip nsebuah perbedaan di youtube dan di real life tapi gak begitu juga kelakuan anehnya ",1
1241,2022-04-05 09:35:22+00:00,"udah sebulan ternyata jadi vdj kemunculan pertama maret di freetalk lalu dugem online pertama ",1
1242,2022-04-05 09:05:00+00:00,"part lanjutan review masih banyak anime yang mau kubahas belum sempat tadi pagi n abu april w ",2
1243,2022-04-05 09:01:38+00:00," ales of berseria ngabuburit meet mbak velvet versi halal tentunya nroom via ",1
1244,2022-04-05 08:57:13+00:00,"thr dulu yah vtuberid vtuberuprising twitchclips twitchstreamers twitch ",2
1245,2022-04-05 08:51:57+00:00,"assalamu alaikum nsekilas tentang azzra nsalam kenal semuanya nazzramadhania vtuber vtuberid ",2
1246,2022-04-05 08:17:34+00:00,"weekly schedule buat apr ya redoers nfeedback live diskusi bareng sahur stream setiap jam wib dan ",2
1247,2022-04-05 08:04:40+00:00,"definisi ga pernah main tapi nekad main onstreamnminecraft solo stream wib gmt ",1
1248,2022-04-05 07:47:56+00:00,"hello travelers nharuna akan melanjutkan story di game visage sambil nungguin buka puasa yuk temenin harunan t ",0
1249,2022-04-05 07:47:53+00:00,"untuk informasi lebih lanjut jika berminat ikut audisinya silahkan isi form di bawah ini n ",1
1250,2022-04-05 07:47:46+00:00,"mau nguli buat gajian minggu ini nanti see you n wibnveela lagi live ",1
1251,2022-04-05 07:35:52+00:00,"ngobrol yok bareng kita nbersama tamu kesayangan kalian n rasumaid ",2
1252,2022-04-05 06:56:47+00:00,"haee gais kalian gabut siang siang yuk join ke live kak jo mari menguli sambil nunggu berbuka ",2
1253,2022-04-05 06:52:46+00:00,"official art april sudah tersedia ya redoers biar makin wangy suasana bulan ramadan berasa ngabuburit bareng di ma ",2
1254,2022-04-05 06:37:38+00:00,let s help vall to reach subscribers yuk mampir buat yg belum,1
1255,2022-04-05 06:33:08+00:00,"jadwal jadwalan yang bisa banget berubah kalo mendadak bimbingan revisintheodolive theodolydd vtuberid ",1
1256,2022-04-05 06:26:24+00:00," mengaji nlanjut ngaji ya ke juz nsemoga puasa kita mendapatkan berkah amiiin ndate april ntime ",1
1257,2022-04-05 06:24:41+00:00,"sabtu nfotoin makanan buka puasa kalian dong boleh kirim foto makanan khas ramadhan dari daerah kalian juga lho nk ",2
1258,2022-04-05 06:24:41+00:00,"jumat ncollab voice act di streamnya senpai link menyusul nkalian bisa request lewat gform berikut y ",1
1259,2022-04-05 05:54:34+00:00,"p apepe mobel with nstart wibvtuberuprising ",1
1260,2022-04-05 05:06:02+00:00,"siang semua ngimana udh pada tepar nbtw aku upload shorts nihhn vtuberuprising vtuberdebut vtuberid ",1
1261,2022-04-05 03:54:07+00:00,"let s drawing yuki chaan sambil ngabuburit owo nlink vtuberen virtualyoutuber ",1
1262,2022-04-05 03:34:26+00:00,"punggung andi encoog njangan lupa mampir ke channel shinichi id nlink clip andiadinata ",2
1263,2022-04-05 03:31:24+00:00,"kostum baru andi makin badas atau makin kawaii njangan lupa mampir ke channel shinichi id nlink clip ",1
1264,2022-04-05 03:24:57+00:00,"apakah kaela benar benar penguin njangan lupa mampir ke channel shinichi id nlink clip ",1
1265,2022-04-05 02:30:00+00:00,"hewoooo agrarian can t believe i make this nramadhan adalah bulan berkah yang artinya bulan penuh stream nzizan ",1
1266,2022-04-05 02:15:02+00:00," ssalamu allaikum semuanya nini kisah seorang gadis yang muncul dari cahaya bulan ia ditugaskan kebumi untuk se ",1
1267,2022-04-05 01:28:21+00:00,"schedule buat minggu ini njangan lupa mampir ya waiting room bakal diupdate pagi siang atau di hari streamnya nja ",1
1268,2022-04-05 01:02:51+00:00," nvtuber vtubers vtuberid vtuberclips gamer youtuber gaming racing ",1
1269,2022-04-05 00:44:30+00:00," streaming dadakan ncurhatt n april wib gmt ",1
1270,2022-04-04 23:59:57+00:00,"pagiii ceman cemanntips biar puasa kamu gak gampang batal n fyp fyp askargreshaqi askartips indievtuber ",1
1271,2022-04-04 23:38:53+00:00,"ohaion o o ntoday is my bday will you celebrate it with me tonight nbday stream link ",1
1272,2022-04-04 20:48:30+00:00,"assalamualaikum wr wb nyuk cek update konten terbaru hidayat heheevtubers ",1
1273,2022-04-04 20:43:41+00:00,"assalamualaikum wr wb nyuk cek update konten terbaru hidayat heheevtubers ",1
1274,2022-04-04 20:29:11+00:00,"selamat pagi selamat berpuasa bagi yang menjalankannya sekarang coco sedang main genshin impact semoga bisa menem ",1
1275,2022-04-04 16:43:16+00:00,"ikutan trend nya naoikakitsuna vtuberid ",1
1276,2022-04-04 15:50:48+00:00,"jadwal minggu ini yeessssss nstrheam alterly vtuberid vtuber ",1
1277,2022-04-04 14:54:35+00:00,"yuk jangan lupa mampir di kotoba station ada kak joana dan di twitch ada nenek ryouko yang lagi live lesgowwnry ",1
1278,2022-04-04 14:12:28+00:00,"selamat malam selamat beristirahat sekarang coco sedang main the outer worlds semoga bisa menemani waktu tidur ka ",1
1279,2022-04-04 14:07:00+00:00,"ini aja masih nguli buat ayato eh ditambah lembur nguli lagi ngenshinimpact kamisatoayato vtuber vtuberid ",1
1280,2022-04-04 13:53:13+00:00," sampe sahur gan nvtuberuprising vtuber vtuberid ",0
1281,2022-04-04 13:34:27+00:00,"schedule april april nnote waktu dapat berubah tanpa pemberitahuan sebelumnyanhidrora ralive ",2
1282,2022-04-04 13:18:04+00:00," masih ada nt shirt untuk gen snowdrop heli leone dan louise masih buka preorder loh nburuan tanggal ",1
1283,2022-04-04 13:15:04+00:00," celebration nselamat ramadhan h mnsegenap management staff admin dan talent dari reality team men ",1
1284,2022-04-04 13:14:31+00:00,"yacharoo miracle kayanya udah lama aja gak ada weekly schedule live stream apa nih yang kalian tunggu tunggu ",1
1285,2022-04-04 12:56:51+00:00,"selamat malam gimana kabarnya sekarang coco sedang main star wars jedi fallen order semoga bisa menemani kegiatan ",1
1286,2022-04-04 12:53:40+00:00,"minecraft ngegabut bareng di minecraft ardha vtuberid vtuberindonesia ",1
1287,2022-04-04 11:11:15+00:00,"buka hati untuk chloe nclip vtuber vtubers vtuberid vtuber ",1
1288,2022-04-04 10:45:27+00:00,"re debut soon hayooo pada penasaran kaann ditunggu yaaa teman temaann ",1
1289,2022-04-04 10:39:13+00:00,"alhamdulillah notra nsankyu yang sudah mampir sankyu juga sudah like nselesai juga juz ke nbesok lanjut lagi ",1
1290,2022-04-04 10:29:09+00:00,"hi perkenalkan aku hanaeri ghina biasanya dipanggil ghina gadis introvert ini sedang berusaha untuk mencari teman ",1
1291,2022-04-04 10:28:33+00:00,"yooshhhh besok siang futsu main bensin liat tempat baru amp jemput ayang n nwaiting room ",1
1292,2022-04-04 09:35:48+00:00,"new clip published cara cepat belajar aksen bri ish ncan you do this tongue twister vtuberid idvtuber ",2
1293,2022-04-04 09:34:26+00:00,"selamat sore gimana kabarnya sekarang coco sedang main stumble guys semoga bisa menemani ngabuburit kamu ",1
1294,2022-04-04 09:05:48+00:00,"yang ber uang akan selalu kalah dengan yang bikin nyaman nlink ",1
1295,2022-04-04 08:54:07+00:00,"pingin tau budaya puasa di dunia manusiansharing cerita puasa kalian wib gmt ",0
1296,2022-04-04 08:49:33+00:00," mengaji juz nlanjut juz sambil menunggu berbuka puasa kita sambil mengaji ya biar dapat ridho dari allah swt ",1
1297,2022-04-04 08:43:03+00:00,"kondamang sebelum berbuka puasa gue mau ngasih sebuah info ayo join bstationnya skalla horisont lo bisa dapetin ",1
1298,2022-04-04 08:26:00+00:00,"video baru udah ada di youtube vall silahkan mampir ya nlink hidup seperti jerry tom amp jerry chase vtuber in ",1
1299,2022-04-04 08:15:17+00:00,"yuk yang kemarin nunggu jm shanday bisa langsung ke youtube kak jo kalian bisa curhat curhat cerita kirim salam ",1
1300,2022-04-04 08:07:15+00:00," nachieved karaoke atihan nyanyi biar jadi aidorunjam wib utc nwr ",1
1301,2022-04-04 07:55:42+00:00,"assalamualaikum semuanya ngimana puasa kalian dihari ke masih semangat kan nkarena sudah melebihi retwee ",2
1302,2022-04-04 07:54:03+00:00,"yoki menyesalvtuberid vtuberindonesia ",1
1303,2022-04-04 07:53:14+00:00,"konnichinoon darling npluviophile tachi nsiang menuju sore nyang puasa masih aman kan nsemangat ya nseiso i ",0
1304,2022-04-04 07:51:39+00:00," newsletter nuntuk yang subscribe ke newsletter mingguan saya kalian sudah bisa mengecek inbo kalian masing masi ",1
1305,2022-04-04 07:22:54+00:00," reetalk ell me your monday april gmt nsekarang curhat pakai form yaa nanti kachi lampirin ",1
1306,2022-04-04 07:13:33+00:00,"saya ingin belajar bahasa indonesia tetapi apakah anda memiliki cara yang disarankan untuk mempelajarinya nidvtubervtuberid ",1
1307,2022-04-04 07:10:45+00:00,"tips biar puasa kamu gak gampang batal n askargreshaqi askartips indievtuber niatdarihati vtuberid ",2
1308,2022-04-04 06:44:21+00:00,"semangat puasa nya awas kalau alasan ngampus malah belok ke warung bakso cak wawan ncommish art by ",1
1309,2022-04-04 06:44:13+00:00,"cara cepat belajar aksen bri ish vtuberid vtuberindonesia ",1
1310,2022-04-04 06:34:33+00:00,"pengumuman buat warga kingdom ryo balik stream lagi buat nemenin ramadhan antum sekalian kali ini edisi bubaryo ",1
1311,2022-04-04 06:29:24+00:00,"ayu kita membangun rumah tangga bersama n apr gmt jst nwaiting room ",1
1312,2022-04-04 06:22:27+00:00,"berpacu dalam melodi nlink rasumaid vtuberid ",1
1313,2022-04-04 04:57:27+00:00,"mau menjelajah maps chasm di genshin impact ahh nvtubers vtuber vtuberindonesia vtuberid genshinimpact ",1
1314,2022-04-04 04:24:49+00:00,"i will do subhaton tonite for celebrate affiliate on twich and maybe face reveal ",2
1315,2022-04-04 04:05:31+00:00,"party kitaa rekkk ntahun ini udah k yeyyy nparty hari ini jam nbuat yang mo tanya atau ngasih ucap ",1
1316,2022-04-04 04:04:58+00:00,"nanti malam streaming lagi nkemarin nyoba gartic terus katanya jadi kepengen lagi nsenin jam ",1
1317,2022-04-04 03:18:58+00:00,"ga tau kucing poi nlink clip mengbukber ",1
1318,2022-04-04 03:17:39+00:00,"yahho minna nmalam ini kuma bakal ngadain birthday stream lhoo gt lt mwheheheh njangan lupa pada dateng yahh nhaven ",0
1319,2022-04-04 00:58:07+00:00,"selamat pagi akhirnya april ngga berasa udah tahun jangan lupa malam ini ada special stream live you ",1
1320,2022-04-04 00:20:02+00:00," subs nkyk ying and yang nbtw belum subs bantu subs dnk noayo dro nhidrora vtuberid ",1
1321,2022-04-03 22:54:34+00:00,"donathon sahur apa kalian hari ini episode vtuberid vtuberindonesia ",2
1322,2022-04-03 21:05:51+00:00,"gaees gaeeesss monchi mau kenalin alya ke kalian dan minta bantuan ke kalian buat retweet gt lt njangan lupa ",1
1323,2022-04-03 20:53:26+00:00,"hallo guys nku upload vidio nihh main bareng sama kalo kalian pingin tau kita ngapain bisa check dis ",1
1324,2022-04-03 20:45:48+00:00,"sebel ga sih lu capek nyanyi jam tapi videonya ke block gegara kopikanan sedikit clip dari stream karaoke kem ",0
1325,2022-04-03 20:38:20+00:00," assalamualaikum halo semuanya nnamaku alya syakira aku seorang gadis yang jatuh kedunia virtual saat ada caha ",0
1326,2022-04-03 20:32:24+00:00,"selamat pagi selamat berpuasa bagi yang menjalankannya sekarang coco sedang main genshin impact semoga bisa menem ",1
1327,2022-04-03 20:24:49+00:00,"sahur guys nini jadwalku buat minggu iningeneral kazehayaren nfanart renimagine nlive kazehayarenlive nclip ",1
1328,2022-04-03 17:44:19+00:00,"hbd to me nvtuberid fanart ",1
1329,2022-04-03 15:30:33+00:00,"selamat malam selamat beristirahat sekarang coco sedang main the outer worlds semoga bisa menemani waktu tidur ka ",2
1330,2022-04-03 15:20:16+00:00,"sepi gak ada yang mau like atau komen tweet ku ngachaclub vtuberid indonesia gachatuber gacha ",1
1331,2022-04-03 15:05:02+00:00,"malam semuanyaa nini stream schedule untuk minggu depan maybe some guerilla stream menjelang berbuka dan menjela ",0
1332,2022-04-03 14:58:24+00:00,"alhamdulillah baru debut maluuu duh ncheck ya tema teman vtuberdebut ",1
1333,2022-04-03 14:57:31+00:00,"alhamdulillah baru debut maluuu duh ncheck ya tema teman vtuberdebut ",1
1334,2022-04-03 14:49:01+00:00,"yuk bunvnv zombie untuk ngilangin emosi gara gara the mimic kemarin nlink ",1
1335,2022-04-03 14:29:27+00:00,"udah lama lho zizan ga main genshin jadi nanti sahur mau jalan jalan di teyvat nungguin waifu baru yang belum munc ",1
1336,2022-04-03 14:27:27+00:00,"assalamualaikum wr wb ngimana puasa hari pertama kalian sahabat udah pada shalat tarawih belum hehee ",2
1337,2022-04-03 13:53:49+00:00,"hai semua kenalin aku ishiguro kurumi vtuber indonesia ga niat voice actor kalian bisa panggil aku kurumi ",1
1338,2022-04-03 13:23:36+00:00,"selamat malam gimana kabarnya sekarang coco sedang main stumble guys semoga bisa menemani malam mu ",2
1339,2022-04-03 13:05:00+00:00,"nya nya nvtuber vtuberuprising vtuberid tiktok tiktokviral ",1
1340,2022-04-03 12:15:35+00:00,"malem ini aku mau marathon game god eater resurrection greget banget kalah mulu dr kemaren semangatin dong n ",1
1341,2022-04-03 11:50:36+00:00,"wadow gara gara live pritalk tadi pagi subs naik terimakasih kepada para pelanggan yang sudah subs selama ini ",1
1342,2022-04-03 11:39:16+00:00,"malam ini lho njangan lupa debut pertama malam nwaiting room ",2
1343,2022-04-03 11:26:07+00:00,"jadwal livestream malam inin gmt napeegends aruraibu tnmwin ",1
1344,2022-04-03 11:23:48+00:00,"today stream n donathon vft ",1
1345,2022-04-03 11:11:40+00:00,"selamat berbuka puasa para hoshifamily nhoshinnara vtuberid vtuber puasa ramadhan ",1
1346,2022-04-03 10:58:38+00:00,"alhamdulillah juz selesai nbesok gw lanjut bacanya nsankyu untuk yang sudah mampir maaf bacaan gw masih terbatah ",1
1347,2022-04-03 10:32:39+00:00,"menyambut ramadhan dengan sepenuh hati menjalankan dengan hati yang suci dan jadikan ramadhan yang berseri nsel ",1
1348,2022-04-03 10:11:43+00:00,"oh ya sebelum keburu dah buka puasa gue mau ngucapin selamat menunaikan ibadah puasa buat yang menjalankannya ",1
1349,2022-04-03 10:04:04+00:00,"mohon maaf sebelumnya dari minggu yang lalu bahkan lebih kayaknya baru sekarang bisa kasih informasinya njad ",1
1350,2022-04-03 09:57:37+00:00,dateng ya sweeties kita ngabuburit bareng nswiftylive vtuberid n,1
1351,2022-04-03 09:45:42+00:00,"ngabuburit bareng teman seperumputan guys nvtuberdebut vtuber vtuberid vtubers ",1
1352,2022-04-03 09:36:38+00:00,"selamat sore gimana kabarnya sekarang coco sedang main call of duty mobile semoga bisa menemani ngabuburit kamu ",1
1353,2022-04-03 09:35:14+00:00,"kalau gatahan gapapa kok nvtuberid vtuber envtuber vtuber avtuber seihyu ",1
1354,2022-04-03 09:11:19+00:00,"halo man teman sambil nunggu buka puasa adzan magrib nongkrong bareng yuk nua akhirnya nyobain forza horizon ",1
1355,2022-04-03 08:58:26+00:00,"chika pendek wkwkwk chika kamera clip nchikakameria chikadiclip vtuber vtubers ",1
1356,2022-04-03 08:56:20+00:00,"live mnit lagiralive vtuberid ",1
1357,2022-04-03 08:26:54+00:00,"otsu rion everyone nthanks buat yang udah mampir ke streamku tadi nsee you all in the ne stream video ",1
1358,2022-04-03 08:08:25+00:00,"marhaban ya ramadhan comrade nselamat menunaikan ibadah shaum ramadhan h bagi yang menjalankannya ntetap sem ",2
1359,2022-04-03 07:35:09+00:00,"jaga yang bener kalo rumah kalian kosongnnew video released ncheck it out here ",1
1360,2022-04-03 07:04:41+00:00,"anak anak katanya mau ngabuburit bareng jadi sekalian streaming deh sekalian fesripil ",1
1361,2022-04-03 06:30:00+00:00,"ada sena di dalam sena nclip freetalk nekoyamasena yumereality ",2
1362,2022-04-03 06:21:19+00:00,"tips biar puasa kamu gampang batal n askargreshaqi askartips indievtuber youngle niatdarihati vtuberid ",1
1363,2022-04-03 06:17:37+00:00," harika rika is now live nfreetalk menit guys lewat nvtuberid vtuberuprising vtuber ",1
1364,2022-04-03 06:09:01+00:00," mengaji juz nmenunggu berbuka puasa kita sambil mengaji ya biar dapat ridho dari allah swt ndate april ",1
1365,2022-04-03 05:13:47+00:00,"free talk stream jam wib pm gmt nsemoga gak turun hujan lagi nwaiting room ",2
1366,2022-04-03 05:07:27+00:00,"hewloo guys jadi rika mau streaming debut nih kita ngobrol santai yuk temenin rika ngobrol n waktu bisa berub ",1
1367,2022-04-03 04:26:18+00:00,"schedule nya gw ganti ya ntadi salah tanggal nini schedule bulan ramdahan ini nmengaji hari juz nsetiap jam ",1
1368,2022-04-03 03:42:53+00:00,"hampir lupa ada jadwal sunmocha pagi ini mengobrol ngobrol santuy aja karena aku belum siapin topik wkwk nsunday ",1
1369,2022-04-03 03:32:56+00:00,"yuhuuu theo is back from ngumrat skripsi gada otak gada akhlak mau pulang naik kereta abis bimbingan malah dik ",1
1370,2022-04-03 02:44:43+00:00,pritalk bersama pituber nvtuber vtuberid raizubartender n,1
1371,2022-04-03 00:55:32+00:00,"siapa yang udah banguun ayok kita mabar mobile legends pagi pagi ndateng ya jam pagi ini hoho ",1
1372,2022-04-03 00:53:22+00:00,"freetalks kenalan bareng amaya ardha vtuberid vtuberindonesia ",2
1373,2022-04-03 00:35:37+00:00,pagi men stream ape mobile dadakan dulu nvtuberid apeegendsmobileyudalive vtuber n,1
1374,2022-04-02 23:28:58+00:00,"sore ini jam wib nreinandarea vtuber vtuberid ",1
1375,2022-04-02 22:53:05+00:00,"freetalks pada stream sahur jadi saya ikutan ardha vtuberid vtuberindonesia ",1
1376,2022-04-02 22:14:33+00:00,"ngaku kalian siapa yang baru imsak udah bolong puasanya nmerapat kuy nanti sore n wib ",1
1377,2022-04-02 21:36:01+00:00,"pervtuberan indonesia nsuka tidak suka komentar bagikan laporkannpremier nu ",0
1378,2022-04-02 21:23:13+00:00,"apacoba nselamat menjalankan ibadah puasa bagi yang menjalankan nkoneksi baru bener ishnsahur ramadhan vtuberid ",0
1379,2022-04-02 21:02:39+00:00,"orenjii kun nvtuber vtuberid ",1
1380,2022-04-02 20:33:03+00:00,"selamat pagi selamat berpuasa bagi yang menjalankannya sekarang coco sedang main genshin impact semoga bisa menem ",1
1381,2022-04-02 20:00:01+00:00,"asli bikin kaget ini nclip chloepawapua vtuberindo vtuberid vtuber ",1
1382,2022-04-02 19:31:33+00:00,yuk sahur bareng sweeties nswiftylive vtuberid n,1
1383,2022-04-02 18:30:59+00:00,"sini lina temenin sahur nwaiting room vtuberid ",1
1384,2022-04-02 16:32:27+00:00,"sahur vtuber indonesia lewat wibnreinandarea vtuber ",1
1385,2022-04-02 16:24:15+00:00,"nih oshi ku nemenin yang mau begadang nunggu sahur kalian jangan lupa mampir yan ",1
1386,2022-04-02 16:21:31+00:00,"ramadhan mubarak dan selamat menjalankan ibadah puasa bagi teman teman yang menjalankan nsemoga bulan ramadhan kal ",1
1387,2022-04-02 16:04:41+00:00," kouu pi urhatan malam minggu vtuber indonesia n general nnagatakouuta fanart nkouutarts streams ",1
1388,2022-04-02 15:49:33+00:00,"biar semangat dikit puasanya ges yak ngw bakal nemenin sahur kalian di sahuryo saur bareng ryo h nya mana wkwkwk ",1
1389,2022-04-02 15:08:19+00:00,"halo rasuma disini nnyari horror horror yok temenin kita di kelilingi para zomaie nwith ",1
1390,2022-04-02 14:55:55+00:00," night zeal ch is now live random gabut belajar buat overlay canva lewat ",1
1391,2022-04-02 14:37:25+00:00," announcementnakh akhirnya aku nii nikaahhhh n edragon nest revolution ",2
1392,2022-04-02 14:29:56+00:00,"selamat malam selamat beristirahat sekarang coco sedang main the outer worlds semoga bisa menemani waktu tidur ka ",1
1393,2022-04-02 14:10:51+00:00,"review meme dari paman paman ya gaesn am wib april nvtuberid vtuber vtuberuprising pngtuber ",1
1394,2022-04-02 13:34:51+00:00,"hey dhampriends nmumpung ini sebelum puasa dhampire mau upload konten cover mengsedih nih hayuuk mampiirr mu ",1
1395,2022-04-02 13:27:02+00:00,"hello travelers nmalam ini haruna akan mencoba mie rasa baru dan juga potato chip rasa ghost pepper di stream ",1
1396,2022-04-02 12:55:34+00:00,"kisah naga hijau indonesia version nera chapter melihat foto go aldia nakan rilis di mangatoon nrilis pada t ",1
1397,2022-04-02 12:47:13+00:00,"tak terasa besok sudah puasa nmari begadang ampek sahur nmulai jam malam ini nwr ",1
1398,2022-04-02 12:29:33+00:00,"selamat malam baru kelar nguli jadi baru bisa streaming sorry tidak mengikuti sesuai jadwal i hope i ll see yo ",2
1399,2022-04-02 12:06:40+00:00,"elencasso live now nmalam ini elen mau bercerita sambil menggambar nsini merapat elen bacain kamu ",1
1400,2022-04-02 11:45:07+00:00,"konmaikaaaa jangan lupa dateng ke premiere cover identity maika menit lagi ya see you there maikawan vtuber ",1
1401,2022-04-02 11:21:38+00:00,"keiko juga ada disini yaaa jangan ketinggalan premiere jam gt lt nkeitakeiko coversing ",1
1402,2022-04-02 11:17:08+00:00,"jadwal livestream malam ini gmt napeegends aruraibu ",1
1403,2022-04-02 10:58:26+00:00,"wah dapet fanart pertama kaliii eii th ya th banget yaa ara ara asikk pertama kali nquart qudisan ",1
1404,2022-04-02 10:55:50+00:00,"bang kok kamu anime nvtuber vtuberid idvtuber djvtuber funkot dugem online ",2
1405,2022-04-02 10:42:44+00:00,"ayo guys ramein nanti miyu ada di sini yaaa www pertamakali ni ajak collab jangan lupa datang nvtuberid ",0
1406,2022-04-02 10:38:45+00:00,"selamat sore gimana kabarnya sekarang coco sedang main free fire semoga bisa menemani sore hari mu ",1
1407,2022-04-02 10:12:55+00:00," prilive reetalk ngobrol senja atte id lewat naprilive vtuberid vtuberuprising ",2
1408,2022-04-02 10:12:31+00:00,new clip nkali ini membuat menderita nvtuber vtuberid vtuberclip n,1
1409,2022-04-02 09:48:19+00:00,"elencasso is back nmalam ini elen mau bercerita sambil menggambar nsini merapat elen bacain kamu buku ",1
1410,2022-04-02 09:30:00+00:00,"zizan akan menemani hari pertama sahur dengan nonton bareng ga perlu discord langsung buka twitch zizan aja n m ",1
1411,2022-04-02 09:30:00+00:00,"berita buruk nclip simphony gitaonair aoi id vtuberindo ",1
1412,2022-04-02 09:16:23+00:00,"hari ini rhea bakal ada princess training dulu sebelum stream jadi kemungkinan streamnya agak terlambat ya ngens ",1
1413,2022-04-02 09:14:54+00:00,"today streamn ode keras cowok malming tapi sama lala ah kecaln wib utc nwaiting room ",1
1414,2022-04-02 08:42:58+00:00,"hmmm malming sebelum puasa kok kayaknya asik ya collab among us nbiar adu domba dan saling menuduh sebelum dosa ka ",1
1415,2022-04-02 08:37:23+00:00," virtualiqo chapter rukun islam ninsya allah pada sore hari sabtu ini kita akan mendalami ke materi ",0
