,Date,Content
892,2022-04-04 16:32:47+00:00, otsuyopi korone pakai seragam pramuka jadi beneran lucu ssg yopi 
893,2022-04-04 16:32:35+00:00, otsuyopi kalo boca pramukanya kek gini sih auto join eskul pramuka 
894,2022-04-04 16:32:10+00:00, kaka korone o 
895,2022-04-04 16:31:20+00:00, idiihhh nge improve nih ye yang lama msh bocil bngt yang sekarang sudah siap main lumpuran 
896,2022-04-04 16:30:43+00:00, ayu neeee 
897,2022-04-04 16:27:38+00:00, cepat sekali gedenya 
898,2022-04-04 16:25:41+00:00, dulu masih kecil yop ko one makanya imut sekarang udah gede jadi cantik great improve yop 
899,2022-04-04 16:25:35+00:00, kaget jir dpet notif 
900,2022-04-04 16:25:33+00:00, dalam tahun anjingnya udah gede aja bund 
901,2022-04-04 16:24:20+00:00, otsuyopi makasih buat stream nya dan buat ko one pramuka kawaii 
902,2022-04-04 16:24:16+00:00, dulu ucullllllllll bangetttt sekarang cantikkkk bangettttttt 
903,2022-04-04 16:23:04+00:00, pramuka pramuka sebulan penuh pramuka 
904,2022-04-04 16:21:32+00:00, ayu tenan iki kalau bajing ndeleng iki dheweke bakal seneng banget 
905,2022-04-04 16:20:57+00:00, korone kokonuto versyon 
906,2022-04-04 16:20:38+00:00, kawaiiii 
907,2022-04-04 16:20:02+00:00, jadi anak pramuka 
908,2022-04-04 16:19:59+00:00, korone si anak kokonut 
909,2022-04-04 16:19:58+00:00, otsukareeee yopi terima kasih stream senin produktif edisi ramadhan nya koro paisen 
910,2022-04-04 16:19:55+00:00, uwaaahhh tjakep asli korone boleh juga dipakein baju pramuka gitu 
911,2022-04-04 16:19:30+00:00, bakalan banyak yang daftar pramuka nih 
912,2022-04-04 16:19:23+00:00, otsuyopii makasih buat streamnya yop 
913,2022-04-04 16:19:12+00:00, menunggu risu muncul 
914,2022-04-04 16:19:10+00:00, tidurrr ntar kakak robohin tendanya begitu lah kata kakak pradana 
915,2022-04-04 16:19:08+00:00, otsu yop selamat malam 
916,2022-04-04 16:19:05+00:00, bjir imut bet korone pake seragam pramuka 
917,2022-04-04 16:19:02+00:00, uwogggfhhhhhhhjh otsukare 
918,2022-04-04 16:18:57+00:00, kok cakeppp 
919,2022-04-04 16:18:16+00:00, otsu yopi makasih dah nemenin lembur 
920,2022-04-04 16:09:19+00:00, pertanyaan macam apa ini 
921,2022-04-04 12:01:01+00:00, masya allah bestie aman yakin aman agak sus tpi semoga saja stream nya ngga ero stay halal 
922,2022-04-04 11:38:00+00:00, kawal terus bestie 
923,2022-04-04 11:26:28+00:00, jd makin semangat sahur nih wkwkwwk 
924,2022-04-04 11:23:35+00:00, masyallah sister 
925,2022-04-04 11:20:24+00:00, beh kpop atau artis korea mantep mantep ye kalau udah masalah cantik atau ganteng tenang yopi juga cantik kok 
926,2022-04-04 10:56:45+00:00, bisa dipahami yopi semangat bakal nonton sambil nugas paling hari ini ww 
927,2022-04-04 10:53:13+00:00, pagi 
928,2022-04-04 10:17:37+00:00, kan udah jam buka wkwkwjkw 
929,2022-04-04 10:08:24+00:00, okay dokay yopi baby ditunggu beb 
930,2022-04-04 09:51:18+00:00, jangan ada gacha di bulan ini yop wkekwkwk 
931,2022-04-04 09:27:51+00:00, alhamdulillah ikz 
932,2022-04-04 09:23:39+00:00, siap dimengerti halal mode ikzzzzzz 
933,2022-04-04 09:22:37+00:00, gambar gambar ikz fu
934,2022-04-04 09:20:36+00:00, noicee ahh i see www siap dehh ditunggu 
935,2022-04-04 09:19:23+00:00, wkwkwkwk mode eronya dikunci dulu 
936,2022-04-04 09:19:18+00:00, dimengerti yopi www senin produktif edisi ramadhan ikzzz 
937,2022-04-04 09:19:03+00:00, yang aman ya ok yop gambar mecha dong 
938,2022-04-04 09:18:13+00:00, perfect ngepas bisa nonton kelar tarwih dan aman sentosa pemilihan temanya ditunggu streamnya ya yopyop 
939,2022-04-04 09:17:50+00:00, siap atuh neng yopi 
940,2022-04-04 09:17:00+00:00, ooh siap yop www 
941,2022-04-04 09:16:52+00:00, stay halal wkwkwk jangan jangan gambar ukhti yopi lagi wkwk 
942,2022-04-04 08:10:14+00:00, pagi beb 
943,2022-04-04 07:58:17+00:00, ga bisa gambar hadsome bois tapi bisa jadi diktator v 
944,2022-04-04 07:54:37+00:00, makanya family emg pada cantik darisananya 
945,2022-04-04 07:27:02+00:00, thank you so much iofi dia juga seneng banget bisa ngerjain project bareng kamu dia p 
946,2022-04-04 07:16:53+00:00, cantikan yopi 
947,2022-04-04 07:16:41+00:00, makan samyang pedas fi meler 
948,2022-04-04 06:37:09+00:00, pagi yopi 
949,2022-04-04 06:29:21+00:00, dasarnya muka muka anak akb kan udah banyak yang cantik tuh dikasih makeup sama style 
950,2022-04-04 06:28:16+00:00, gila sih sakura dikasih style dan make up korea langsung berubah banget 
951,2022-04-04 05:58:37+00:00, ohapi 
952,2022-04-04 05:50:50+00:00, ini normal nya ga sih yop 
953,2022-04-04 05:25:53+00:00, selamat pagi 
954,2022-04-04 05:15:12+00:00, makeup kpop ngeri ya jadi beda wkwk 
955,2022-04-04 05:11:56+00:00, duh cantik banget itu yop 
956,2022-04-04 05:11:26+00:00, ngikut retweet yop 
957,2022-04-04 05:09:56+00:00, pagi 
958,2022-04-04 04:53:19+00:00, ohiofi 
959,2022-04-04 04:48:38+00:00, pagi yopi 
960,2022-04-04 04:47:44+00:00, sakura makin cakep banget 
961,2022-04-04 04:40:42+00:00, sakura my beibeh 
962,2022-04-04 04:30:33+00:00, akhirnya muncul juga sakura 
963,2022-04-04 04:27:35+00:00, cantik banget ya tuhankuuuuu 
964,2022-04-04 04:26:32+00:00, pagi ayank 
965,2022-04-04 04:26:20+00:00, gilak cantik banget 
966,2022-04-04 04:17:39+00:00, semangat yopi 
967,2022-04-04 04:15:54+00:00, akhirnya omg 
968,2022-04-04 04:13:20+00:00, ya kan mana cakep bangetttt 
969,2022-04-04 04:12:51+00:00, sakuraaaaa 
970,2022-04-04 04:09:45+00:00, cantik banget 
971,2022-04-04 02:31:44+00:00, eyyy pagiii yop good morning seperti biasa selalu cantik dan imut jadi gimana hidung nya udah 
972,2022-04-04 01:46:15+00:00, cabe adalah dekongestan alami 
973,2022-04-04 01:38:43+00:00, moga lancar 
974,2022-04-03 22:36:28+00:00, terimakasih buat schedulenya yopi 
975,2022-04-03 21:08:16+00:00, ohhh thank you for the schedule yopi ditunggu semua streamnya 
976,2022-04-03 20:08:29+00:00, monopoli seru sumpah yop ehhh menkrepp yopp kesambet apa yop 
977,2022-04-03 17:09:07+00:00, pagi 
978,2022-04-03 16:44:12+00:00, waaaaa tanoshimi sekali 
979,2022-04-03 16:43:14+00:00, tanggal anniversary holoid gen 
980,2022-04-03 16:41:21+00:00, yosh makasih banyak buat jadwalnya yop 
981,2022-04-03 16:38:29+00:00, makasih schedulenya yopiii 
982,2022-04-03 16:38:12+00:00, dah sembuh yop mantap 
983,2022-04-03 16:36:58+00:00, thank you for the schedule iofi bentar lagi anniv nih 
984,2022-04-03 16:36:36+00:00, babuyyyyyyy menunggu stream gambar kouhai heaaa 
985,2022-04-03 16:17:41+00:00, take your time maam bakalan ditungguu 
986,2022-04-03 16:17:08+00:00, ohh omg ditunggu ya 
987,2022-04-03 15:50:23+00:00, ada rquest khusus gak buat bbrp ioforia tertentu www 
988,2022-04-03 15:34:53+00:00, pagi
989,2022-04-03 15:17:42+00:00, pagi juga beb 
990,2022-04-03 15:04:59+00:00, ok kami tunggu schedule nya 
991,2022-04-03 15:03:21+00:00, pagi 
992,2022-04-03 15:00:25+00:00, wadu wadu di bangunin sama ayang 
993,2022-04-03 14:45:55+00:00, lanjut part 
994,2022-04-03 14:44:28+00:00, ditunggu jadwalnya yop 
995,2022-04-03 14:42:55+00:00, woke yopi 
996,2022-04-03 14:40:08+00:00, sudah membaik yop 
997,2022-04-03 14:38:52+00:00, ear piercing juga gpp yop biar melek 
998,2022-04-03 14:38:11+00:00, wah mantab makasih yop 
999,2022-04-03 14:36:21+00:00, morning yop www gimana kabar deadline nya 
1000,2022-04-03 14:35:38+00:00, wooh alarm baru ngga sabar 
1001,2022-04-03 14:34:25+00:00, siap yop ditunggu 
1002,2022-04-03 14:32:23+00:00, ohagi 
1003,2022-04-03 14:31:59+00:00, uwahh dibangunin sahur 
1004,2022-04-03 14:31:37+00:00, di tunggu jadwalnya yop 
1005,2022-04-03 14:28:44+00:00, uwooh tskr yop di bangunin sahur sama yopi 
1006,2022-04-03 14:25:49+00:00, iopi masih ngigou kah 
1007,2022-04-03 14:25:45+00:00, dibangunin sahur sama ayang 
1008,2022-04-03 14:24:44+00:00, makasih yop buat alarm nya 
1009,2022-04-03 14:24:37+00:00, pagi yopi 
1010,2022-04-03 14:22:40+00:00, jadi gini guys aku takut nanti mlah lebih susah bangun karena alarmnya ku snooze terus demi deng 
1011,2022-04-03 14:22:30+00:00, ohayopi ww 
1012,2022-04-03 14:21:18+00:00, sedullll letgoo 
1013,2022-04-03 14:19:28+00:00, wow paket lengkapp 
1014,2022-04-03 14:19:13+00:00, ada versi berisiknya gak 
1015,2022-04-03 14:19:07+00:00, gabung membership demi dibanguni sama ayang 
1016,2022-04-03 14:18:59+00:00, bagaimana caranya mudah sekali untuk bergabung kira kira klub 
1017,2022-04-03 14:18:48+00:00, dibangunin sahur ama yopik beh pa 
1018,2022-04-03 14:18:29+00:00, pagi yopii part 
1019,2022-04-03 14:17:54+00:00, pagi teh rani 
1020,2022-04-03 14:17:36+00:00, waduuu mantappp makasih yopp 
1021,2022-04-03 14:17:26+00:00, otw jadiin alarm 
1022,2022-04-03 14:17:19+00:00, oke yoppp tapi jangan terlalu padet ya kalo masih sakit 
1023,2022-04-03 14:17:17+00:00, uwoghhhhhhhh dibangun sama ayang yopi very tskrrrrrrr 
1024,2022-04-03 14:17:04+00:00, uwu sahur dibangunin ayang 
1025,2022-04-03 14:16:48+00:00, wihhh serius yopppp makasih banyak yopiii 
1026,2022-04-03 14:15:15+00:00, pagi yopi tapi kok disini malam ya 
1027,2022-04-03 14:13:22+00:00, malam yopi 
1028,2022-04-03 14:12:15+00:00, pagi 
1029,2022-04-03 14:11:38+00:00, ohhhhhhh ditunggu schedule nya 
1030,2022-04-03 14:11:35+00:00, hhahah pagi iofi part 
1031,2022-04-03 14:11:33+00:00, pagi juga part 
1032,2022-04-03 14:11:17+00:00, pagi cayank 
1033,2022-04-03 14:11:13+00:00, nice ditunggu schedule nya 
1034,2022-04-03 14:11:05+00:00, yuk yuk 
1035,2022-04-03 14:10:51+00:00, pagi yopi 
1036,2022-04-03 14:10:34+00:00, pagi 
1037,2022-04-03 14:10:33+00:00, pagi top www 
1038,2022-04-03 14:10:32+00:00, pagi yopiii deadline gimana kabar www 
1039,2022-04-03 14:10:32+00:00, pagii yopi 
1040,2022-04-03 14:10:23+00:00, pagi iofi 
1041,2022-04-03 14:10:20+00:00, pagiii part 
1042,2022-04-03 14:10:11+00:00, pagi 
1043,2022-04-03 14:10:10+00:00, pagi w 
1044,2022-04-03 11:58:04+00:00, dek udah abang bilang jangan main kecoak jorok dek eh eh eh dek kecoaknya jangan dimakan buang buang hii jorok 
1045,2022-04-03 11:39:37+00:00, wakaru 
1046,2022-04-03 11:14:49+00:00, sama tapi klo aku obat batuk rasanya bikin ngantuk banget dan gak bisa ditahan pasti ujung ujungnya tidur 
1047,2022-04-03 10:22:36+00:00, sering sering baca doujin yop pasti terasah dengan sangat mantap 
1048,2022-04-03 10:16:06+00:00, same yop i feel your pain yop gimana caranya ngehalu sama husbu kalo ga bisa gambar cogan
1049,2022-04-03 09:57:07+00:00, cepet sembuh ya yopi 
1050,2022-04-03 09:56:38+00:00, inhaler balsem vaporub vicks hirup uap panas nasal spray atau kalo berani bersihin hidung pa 
1051,2022-04-03 09:06:11+00:00, wkwkwkwk smngatt yopiii deadline nyaaa jngan kecapean ya bebebb hahaha 
1052,2022-04-03 08:50:40+00:00, sangat amat menggokil 
1053,2022-04-03 08:07:40+00:00, pagi yopiii sayaang 
1054,2022-04-03 08:06:30+00:00, cari referensi dari tag bl dan yaoi lah yop 
1055,2022-04-03 07:34:32+00:00, met pagi 
1056,2022-04-03 07:18:05+00:00, coba liat stream archive tahun lalu yopi bikin holoid ikemen mungkin ww ganbareeee yopiiii yuk 
1057,2022-04-03 07:14:14+00:00, pagi yopi senpai 
1058,2022-04-03 06:34:32+00:00, itu tidur apa makan beb sampe sehari 
1059,2022-04-03 06:31:01+00:00, pagi yopi 
1060,2022-04-03 06:12:06+00:00, pagi airaniiii 
1061,2022-04-03 06:02:50+00:00, waduh obat flu apaan sampe tidur 
1062,2022-04-03 06:00:15+00:00, kebanyakan gambar cewek lupa gambar cowok 
1063,2022-04-03 05:55:29+00:00, klo yopi aja desperate apalagi saya yop ww 
1064,2022-04-03 05:54:48+00:00, waduu mangat ya yop 
1065,2022-04-03 05:51:36+00:00, semoga flu nya bisa segera sembuh ya iofi 
1066,2022-04-03 05:47:26+00:00, siang kak yopi 
1067,2022-04-03 05:38:55+00:00, berjuang lah 
1068,2022-04-03 05:32:55+00:00, mungkin minum obat flu yang gak bikin ngantuk yop kan ada tuh also semoga cepat sembuh ya 
1069,2022-04-03 05:29:23+00:00, obat flu anda kuat sekali iofi 
1070,2022-04-03 05:28:11+00:00, deadline nya di kejar death match ikzzzzzzz 
1071,2022-04-03 05:26:00+00:00, wah selamat istirahat dan semangat kejar deadline nya yop 
1072,2022-04-03 05:19:12+00:00, waduhh bisa kali tidur goodluck deh buat deadline nya emang obat flu apa yg bisa bikin tidur 
1073,2022-04-03 05:13:55+00:00, memang obat flu banyakan gitu yop btw good luck for the deadline 
1074,2022-04-03 05:12:39+00:00, semoga cepet sembuh iofi 
1075,2022-04-03 05:12:23+00:00, good luck sensei semangat terus 
1076,2022-04-03 05:08:33+00:00, ahhh deadline bener bener meresahkan istirahat jadi tidak tenang good luck ngerjain deadlin 
1077,2022-04-03 05:08:02+00:00, semangat deadlinenya 
1078,2022-04-03 05:07:38+00:00, waduuu gws ya yop dan good luck sama deadline nya ww 
1079,2022-04-03 05:07:08+00:00, walah buset kamu minum obat apaan yg bs tdr begitu semangat deh ya yop 
1080,2022-04-03 05:06:52+00:00, cepat sembuh ya 
1081,2022-04-03 05:06:32+00:00, fiks efek tremenza klo obat flu yg bikin ngantuk www 
1082,2022-04-03 05:06:32+00:00, pagi 
1083,2022-04-03 05:06:26+00:00, gws yopi 
1084,2022-04-03 05:06:21+00:00, gws yopii banyak minum air anget yop 
1085,2022-04-03 05:06:18+00:00, mungkin bisa nyari obat flu yang tidak bikin ngantuk yop semoga cepat sembuh 
1086,2022-04-03 05:06:14+00:00, pagi beb hmmmm 
1087,2022-04-03 05:06:08+00:00, jangan bilang obat deamine yg diminum 
1088,2022-04-08 03:24:50+00:00,wah bahas motogp nih eh salah bahas legenda putri mandalika guys yuk pantengin streamnya ntar malem mandalika 
1089,2022-04-08 03:04:01+00:00,besok abis freetalk langsung gasss goyang bossque link funkot dugem online anisong 
1090,2022-04-08 02:53:51+00:00,insyallah jadwal nanti di update lagi vtuber vtuber vtuberdebut vtuberuprising vtuberidformula 
1091,2022-04-08 02:29:18+00:00,pagi guys gimana nih pengumuman kemarin pada eited gak besok ada konten apa vtuber vtubers envtuber 
1092,2022-04-08 02:28:53+00:00,finally big thanks buat udah mau ngegambarin jadi perkenalkan nama saya afif vin sherflock seorang bod 
1093,2022-04-08 01:40:02+00:00,tidak terasa sudah hari ke audisi ayo segera ikuti audisinya jangan sampai kelewatan audisi akan dilaksanakan 
1094,2022-04-08 01:00:01+00:00,kuat sampai sahur nggak ya reetalk menunggu bersamamu oi id cjumat april wib gmt clink 
1095,2022-04-08 00:34:27+00:00,aku mau kenalan sama vtuber id tapi gatau mau mulai dari mana aku mau kenalan sama kalian semuaa vtuberid vtuberindonesia 
1096,2022-04-07 23:34:29+00:00,selamat pagi semuanya sedikit pesan pagi dari aku dan reisth ke kalian hehe vtuberid envtuber 
1097,2022-04-07 21:13:05+00:00,yuk yang lagi gabut atau butuh moodbooster merapat ke channel hidayat insya allah biar hidayat makin semangat 
1098,2022-04-07 20:51:02+00:00,selamat pagi selamat berpuasa bagi yang menjalankannya sekarang coco sedang main genshin impact semoga bisa menem 
1099,2022-04-07 19:41:35+00:00,sahuuur sambil ngeeeeeenggggg jumat april jam wib senaredo nfs 
1100,2022-04-07 18:34:19+00:00,halo semua salam kenal aku ryunez baru mau mulai jadi vtuber jadi lagi buat karakter di tunggu ya vtuber vtuberid 
1101,2022-04-07 16:39:38+00:00,otra sankyu semua yang sudah mampir yang sudah temani chat juga sankyu juga untuk yang udah donate kita ke 
1102,2022-04-07 15:58:27+00:00,uhuyyy senangnya dalam hati kalau vtuber vtuberid 
1103,2022-04-07 15:12:32+00:00,assalamualaikum wr wb yuk cek update konten terbaru hidayat hehee vtuber vtubers 
1104,2022-04-07 15:08:15+00:00,ganti rencana sahuuur karena banyak event genshin belum dimainin jadi main genshiiin duluuuu umat april 
1105,2022-04-07 15:07:05+00:00,lanjut dsni aj yuk ramein wwww sinners vtuberid 
1106,2022-04-07 15:06:11+00:00,memilih nyari kencan sama hantu link horror devour 
1107,2022-04-07 14:37:18+00:00,yuk gais yang mau mabar dota atau yang mau ngobrol ngobrol bisa mampir ke twitch nya kak joana maoh jangan lupa 
1108,2022-04-07 13:59:19+00:00, temenin yuk dota livestreaming vtuberuprising vtuberid vtubers 
1109,2022-04-07 13:40:31+00:00,haee lagu gaiss yuk mampir ke kotoba station malem ini ada bang noyomi yang lagi maen game skul nih yuk ramein j 
1110,2022-04-07 13:18:00+00:00,siapa yang udah kenyang atau masih lapar kuy ngobrolin makanan makanan indonesia 
1111,2022-04-07 13:11:55+00:00,selamat malam selamat beristirahat karena ini malam jumat sekarang coco akan main game horor resident evil semo 
1112,2022-04-07 12:20:45+00:00,game penghilang stress tanggal april jam wib link vtuber 
1113,2022-04-07 12:15:47+00:00,halo aku perlu jasa komisi untuk art vtuber dan riggingnya chara ku ada armor sayap desainnya mungkin juga cuk 
1114,2022-04-07 12:14:34+00:00, gaming kali ini gw akan menjalankan quest archon semoga gak ada halangan lagi date april time 
1115,2022-04-07 12:12:12+00:00,jadi gini vtuber vtubers envtuber jpvtuber vtuberuprising avtuber vtuberid 
1116,2022-04-07 12:08:53+00:00, jangan dibaca soalnya t shirt untuk masih dijual nanti kamu kepen 
1117,2022-04-07 12:08:30+00:00,ai no kotoba cover shoutabee premiere april ini masih trailer v vtuber vtuberid 
1118,2022-04-07 12:08:23+00:00,hari ini gw balek stream lagi nih manteman kali ini edisi maljum horyor banget gatau nih horor apa kaga soalny 
1119,2022-04-07 11:57:05+00:00,riot tolong lah kok anda goda saya dah jangan mengejek saya karena tanggal muda riotgames valorant 
1120,2022-04-07 11:32:30+00:00,jadwal livestream malam ini gmt phasmophobia verionlive vtuber 
1121,2022-04-07 10:49:29+00:00, ngabuburit qualifying lanjutt gp bahrain vtuber indonesia vtuber vtuber 
1122,2022-04-07 10:49:28+00:00,hari sabtu ini april ini kita ada ngobrol santuy nih bareng leyhad alberich bakalan ngomongin apa ya r 
1123,2022-04-07 10:37:01+00:00,alhamdulillah lancar baca al qur an dari juz ke juz semoga hari ini mendapatkan berkahnya amiiin hidrora 
1124,2022-04-07 10:18:16+00:00,di gombalin dita vtuber vtuberuprising vtuberid twitchstreamers twitch twitchclips 
1125,2022-04-07 09:59:04+00:00,selamat sore gimana kabarnya sekarang coco sedang main call of duty mobile semoga bisa menemani ngabuburit kamu 
1126,2022-04-07 09:53:05+00:00,donathon adu mekanik lagi pisode vtuber vtuberid vtuberindonesia 
1127,2022-04-07 09:28:49+00:00,lebih baik telat sedikit daripada gak jadi let s go nyobain game lain kalau bisa tolong bantuin karena veela nub 
1128,2022-04-07 09:25:00+00:00, model reveal halo thana kusuma disiniapa kalian nyasar kemari tentunya itu bukan karena saya banshee ga 
1129,2022-04-07 09:07:16+00:00,tips biar puasa kamu gak gampang batal fyp fyp askargreshaqi askartips indievtuber vtuberid 
1130,2022-04-07 08:45:34+00:00, vtuber id en subs celebration kita main game horror besok tanggal april pukul yuki bakal meray 
1131,2022-04-07 08:06:50+00:00, mengaji lanjut mengaji juz semoga bulan puasa ini mendapatkan berkahnya amiiin date april time 
1132,2022-04-07 08:02:03+00:00,masih kuat puasa nya yuk kita ngobrol lagi apr gmt via youtube see yo 
1133,2022-04-07 07:57:17+00:00, ini dia lagu kanaria ironic yang saya cover silahkan mampir vtuber vtuberid 
1134,2022-04-07 07:46:39+00:00,sudah saya post manteman vtuberassets vtuberid vtuber 
1135,2022-04-07 07:28:08+00:00,kwbanwaa w malam ini yuki anak magang akan bermain identityv gmt 
1136,2022-04-07 07:21:46+00:00,yacharoo minna wihh pembukaan server minecraft membership nih kira kira bakal langsung ramai gak ya yuk buat r 
1137,2022-04-07 07:12:41+00:00,selamat siang apakah kalian lagi nunggu buka puasa yuk ngobrol sama aku sambil nunggu buka puasa free talk 
1138,2022-04-07 07:11:06+00:00,nikahhhh nikaaah akhirnya sama cliff woohoooo kamis april jam wib 
1139,2022-04-07 06:47:58+00:00,gass malem ini kita main game horror volume harap di kecilakn soalnya suara jantan anak sangat lakik jam mlm 
1140,2022-04-07 05:51:14+00:00, cover saujana suci sekeping hati full on vtuberid vtubers nasheed 
1141,2022-04-07 05:22:54+00:00,lesgoww gais mampir ke stream nta kak jo nguli sekalian nunggu buka emang biasa jomali nunggu buka puasa dari ja 
1142,2022-04-07 05:11:35+00:00,spoiler talent firefly media yg sudah lulus audisi seorang idol penyebar kebahagiaan ingin dikenang popula 
1143,2022-04-07 05:10:08+00:00,aku aku aku pekaan ko mungkin tanggal april jam wib link 
1144,2022-04-07 04:59:27+00:00,horror lagi yok vtuberid rasumaid thebeastinside 
1145,2022-04-07 04:53:29+00:00,donathon makan samyang amp hand reveal spesial k subs rdha vtuber vtuberid vtuberindonesia 
1146,2022-04-07 04:51:07+00:00,pagiii semuanya malam ini spesial malam jumat kita bakal cerita cerita pengalaman horror nih buat kamu yang mau 
1147,2022-04-07 04:48:19+00:00,otsurandom new unit on trakteer guys karena ngga dibolehin minum boba vtuberuprising 
1148,2022-04-07 02:41:24+00:00,selamat pagi bagaimana kabarnya sekarang coco sedang mencoba untuk menggambar sekaligus freetalk semoga kamu suka 
1149,2022-04-07 02:29:22+00:00,anyway manti malem mion bakal stream menjelajah kuliner indonesia nich jangan lupa mampir ya kasih tau mion maka 
1150,2022-04-07 02:26:28+00:00,malam malam mau ngapain selena malam ini mau belajar bahasa jepang belajar bahasa jepang seru gak ya uolingo 
1151,2022-04-07 01:35:39+00:00,halo para diner nanti dinisa bakal live streaming desain overlay layout buat livestreaming hari ini april jam 
1152,2022-04-07 01:00:01+00:00,ketika teman teman sudah ke liling dunia starla masih di kasur uolingo ga bisa basa enggres oi id ckamis 
1153,2022-04-07 00:09:10+00:00,ngobrol bareng kyubii jam sore wib yahh gaesss freetalk aburr ada premannn april 
1154,2022-04-06 23:55:20+00:00,ohayooon i reached subs makasih banyak yang udah support mion minggu depan mion bakal stream selebrasi 
1155,2022-04-06 23:31:23+00:00,audisi hari ke berikut sedikit preview dari salah satu karakter yang kami audisikan menurut kamu bagaimana si 
1156,2022-04-06 21:43:16+00:00,menolak tidur setelah sahur live on vtuberid vtuberuprising 
1157,2022-04-06 21:03:00+00:00, jam lagi vtuber vtuberid 
1158,2022-04-06 20:50:29+00:00,selamat pagi selamat berpuasa bagi yang menjalankannya sekarang coco sedang main genshin impact semoga bisa menem 
1159,2022-04-06 20:27:36+00:00,sini yang baru imsak udah laper lagi hwongdesou vtuber vtuberid 
1160,2022-04-06 17:12:55+00:00,lets ngeutaite sampai sahur tibah apr gmt jst utaitemitta vivionstream vtuberuprising 
1161,2022-04-06 15:37:19+00:00,halooo semuaa perkenalkan namaku vii kedepannyaa aku bakal main ape legend dan yu gi oh master duel salam 
1162,2022-04-06 14:45:11+00:00,jalan jalan di shibuya sambil freetalk vtuber vtuberid vtuberuprising 
1163,2022-04-06 14:41:53+00:00, race gp pembuka di australia mode hard vtuber indonesia vtuber vtuber 
1164,2022-04-06 14:30:41+00:00,assalamualaikum wr wb yuk cek update konten terbaru hidayat hehee link on bio vtuber 
1165,2022-04-06 14:27:57+00:00,mengape dengan santuy apeegends rasumaid collabkawan vtuberid 
1166,2022-04-06 14:11:25+00:00,haihoo uhum futsu coba main minecraft survival amp server futsuri sendiri loh kalian juga bisa main bareng di ser 
1167,2022-04-06 13:45:10+00:00,yuk temenin oshi ku nge dota yang mau mabar bisa langsung join ya jangan lupa di follow yaa gais 
1168,2022-04-06 13:41:03+00:00,malam semuanya malam ini skardi nala dan juga kato mau petualangan di dunia generation zero dunia perobotann 
1169,2022-04-06 13:17:02+00:00,sampurasun ini jadwal minggu ini ya belajarnyunda pindah ke jumat ya guys jangan sampai ketinggalan 
1170,2022-04-06 13:09:24+00:00,yuk gas mampir ke kotoba station hari ini ada kak yang bakal main game needy streamer overload ja 
1171,2022-04-06 13:06:18+00:00,sesuai rikues kalian saat live kamrin alaram sahur ala yuki w semoga bangun pas sahur wkwkwkwk 
1172,2022-04-06 13:04:07+00:00,selamat malam bagaimana kabarnya sekarang coco sedang mencoba untuk menggambar sekaligus freetalk semoga kamu suk 
1173,2022-04-06 12:49:44+00:00, en join us in history and science behind instant noodles id yok join buat ngomongin sejarah dan science dibali 
1174,2022-04-06 12:31:03+00:00,ayo kita menggali gali vtuber vtuberid minecraft 
1175,2022-04-06 12:00:38+00:00,yo minna malam ini ryoz mencoba pokemon tetapi mmo come and chill with us date rabu april time 
1176,2022-04-06 11:41:04+00:00,dukung dalam costume reveal terbarunya vtuberid vtuber 
1177,2022-04-06 11:36:00+00:00,jadwal livestream malam ini gmt apeegends verionlive vtuber 
1178,2022-04-06 10:48:56+00:00, model revealed we reach the goal thankyou so much nightowls aku sangat mengapresiasi semangat kalian 
1179,2022-04-06 10:20:27+00:00,alhamdulillah lancar juz walau bising ama hujan semoga berkah di bulan puasa ini kalian semua sankyu sudah li 
1180,2022-04-06 09:42:36+00:00,aloo aloo semuaa video baru udah ada nih di youtube vall jangan lupa mampir ya link ma 
1181,2022-04-06 09:23:55+00:00,boleh atuh aa nyobian heula link wawanchandrawirata wa in vtuberid vtuber hoshikazo 
1182,2022-04-06 09:15:42+00:00,selamat sore gimana kabarnya sekarang coco sedang main stumble guys bareng dan kurosai semoga bis 
1183,2022-04-06 08:55:53+00:00,nanti malam kita night run di assetto corsa come join me di stream malam ini jam wib jangan lupa datang y 
1184,2022-04-06 08:31:31+00:00,besok debut jangan lupa datang ya man teman kamis april jam malam wib waiting room 
1185,2022-04-06 08:03:46+00:00,kondamang stream pertama di bulan puasa ayolah kita seru seruan bareng time gmt waiting room 
1186,2022-04-06 07:42:04+00:00,let s drawing ryoku chaan sambil ngabuburit owo link vtuberid vtuberen 
1187,2022-04-06 07:23:54+00:00, mengaji lanjut juz semoga bulan puasa ini mendapatkan berkahnya amiiin date april time 
1188,2022-04-06 07:22:45+00:00,main ml mode santai start wib vtuber vtuberuprising inukiba doggokiba vtuberid 
1189,2022-04-06 07:17:03+00:00,wah kagak nyangka aja sudah sampai subs th banget ya yang sudah subs ququu di youtube semoga kalian terhib 
1190,2022-04-06 07:03:08+00:00,makasi ka chibi aku kyeuuuut banget hehe vtuber vtuberid vtuberuprising vtuber 
1191,2022-04-06 06:20:03+00:00,hewwo teman teman bulan ini aku akan beberapa kali live di bstation web streaming amp nonton anime milik bilibili t 
1192,2022-04-06 06:14:31+00:00,yuhuu yaibou jam kita ngabuburit bareng main tembakan yuk yayatsan 
1193,2022-04-06 06:08:27+00:00,plant vs zombie ada yang kangen dengan game ini vtuber indonesia general nagatakouuta fanart 
