,Date,Content,Sentiment
721,2022-04-05 21:37:34+00:00,tumbeng bangun pagi pagi sekali  goomorning iofi,Positive
722,2022-04-05 21:37:34+00:00,pagi berkah bersama ukhtea yopi,Positive
723,2022-04-05 21:36:32+00:00,makasih sayang,Positive
724,2022-04-05 21:36:05+00:00,pagi yop  n ntumben bener tweet jam segini,Positive
725,2022-04-05 21:35:55+00:00,moobanget di bangunin yopi nmeet pagi juga yop,Positive
726,2022-04-05 21:34:37+00:00,yattaaa      n nada yang ingetin aku sahur     n nmaaciw yopi,Positive
727,2022-04-05 21:34:30+00:00,pagi yop  nlumayan temlaudh mau imsak,Positive
728,2022-04-05 21:34:22+00:00,pagi juga sayang   nmakasih udah diingetin,Positive
729,2022-04-05 21:33:42+00:00,pagi  nwah tumben banget jam segini yop,Positive
730,2022-04-05 21:32:47+00:00,pagii juga bnmakasih udah di ingetin yaa,Positive
731,2022-04-05 21:32:21+00:00,selamat pagi juga ayang yopii,Positive
732,2022-04-05 21:30:16+00:00,pagi yopi       ntadi makan jadi lebih semangat   nbaru selesai nih makannya,Positive
733,2022-04-05 21:29:39+00:00,hmmm  iya    kucek kucek mata  n n  kamu udah makan  kalau belum  kita gofooaja apa mau boncengan,Positive
734,2022-04-05 21:29:02+00:00,pagi juga  yopi sayangku,Positive
735,2022-04-05 21:28:59+00:00,pagi yopi,Positive
736,2022-04-05 21:28:37+00:00,pagiiii iofi   nsaya suka kamu,Positive
737,2022-04-05 21:28:26+00:00,pagi juga yop      n niya udah bangun yop,Positive
738,2022-04-05 21:27:56+00:00,halu,Positive
739,2022-04-05 21:27:28+00:00,waaahh    pagi juga yopi  ntumben dah bangun jam segini juga yah yop,Positive
740,2022-04-05 21:25:59+00:00,iya nih barusan abis makan  n npagi yop,Positive
741,2022-04-05 21:25:46+00:00,pagi juga  udah kok tadi,Positive
742,2022-04-05 21:25:32+00:00,pagi yop   nbtw wita udah imsak,Positive
743,2022-04-05 21:25:25+00:00,pagi sayang      makasih udah ingetin  btw udah selesai makan juga sih,Positive
744,2022-04-05 21:25:17+00:00,pagi iofii,Positive
745,2022-04-05 21:25:14+00:00,ga ada dulu  lagi puasa,Positive
746,2022-04-05 21:25:09+00:00,akhirnya bisa makan karna udah diingetin ayang,Positive
747,2022-04-05 21:25:00+00:00,pagi iofi,Positive
748,2022-04-05 21:24:32+00:00,pagi yopi ntumben yop udah bangun,Positive
749,2022-04-05 21:24:19+00:00,sudah,Positive
750,2022-04-05 21:23:50+00:00,waduh udh bnagun sayang  ntumben twt paginya jam segini  biasanya twt siangnya abis juhur,Positive
751,2022-04-05 21:23:41+00:00,pagi juga yop,Positive
752,2022-04-05 21:23:25+00:00,pagii yopi  nbarusan aja beres makan  terima kasih ya udh di ingetin,Positive
753,2022-04-05 21:23:05+00:00,pagi juga iopiiii  udah makan kok tenang aja   gt,Positive
754,2022-04-05 21:22:55+00:00,makasih beudh ngingetin tapi lain kali lebih cepet ngingetin nya jangan mepet ksahur,Positive
755,2022-04-05 21:22:36+00:00,pagi sayang  aku hari ini puasa  jadi makannya tadi jam  ntapi makasih udah ngingetin  hava nicday yopi  lt,Positive
756,2022-04-05 21:22:30+00:00,pagi yop     nwaktunya tydur dah imsak,Positive
757,2022-04-05 21:21:11+00:00,pagi sayang   imsak dibangunin ayang yopi emang sesuatu deh,Positive
758,2022-04-05 21:20:57+00:00,waduh sayang  udah subuh duluan     a    a,Positive
759,2022-04-05 21:19:47+00:00,dikala dipanggil sayang sama yopi,Positive
760,2022-04-05 21:18:05+00:00,pagi juga say   n nwait    tumben bangunin jam segini  sayang  tenang aja  udah makan kok tadi mbak,Positive
761,2022-04-05 21:17:19+00:00,terima kasih loh sayang   n nbtw jangan lupa juga kamu makan dan stay hydrat,Positive
762,2022-04-05 21:16:28+00:00,pagi yang   n nudh kok  santai aja,Positive
763,2022-04-05 21:16:26+00:00,udah ayang udah nkyaaa gt        lt,Positive
764,2022-04-05 21:16:24+00:00,pagi yop  nudh imsak disini,Positive
765,2022-04-05 21:16:22+00:00,sahur dibangunin ortu    nsahur dibangunin ayang,Positive
766,2022-04-05 21:16:20+00:00,udimsak mbak,Positive
767,2022-04-05 21:16:19+00:00,selamat pagi sayang  iya aku makan dulu ya terus siap siap mau masuk sekolah,Positive
768,2022-04-05 21:16:19+00:00,pagi juga sayang,Positive
769,2022-04-05 21:16:17+00:00,pagi,Positive
770,2022-04-05 21:16:13+00:00,pagi juga sayang  makasih dah ingetin,Positive
771,2022-04-05 21:15:57+00:00,telat yang ingetin  udah imsak  gak jadi makan deh,Positive
772,2022-04-05 21:15:53+00:00,udah yang,Positive
773,2022-04-05 21:15:52+00:00,pagi  niofi,Positive
774,2022-04-05 21:15:49+00:00,pagi juga yopi         a n niya sebentar lagi ya  menit aja    masih ngantuk,Positive
775,2022-04-05 21:15:46+00:00,morning iofi udah sahur,Positive
776,2022-04-05 21:15:44+00:00,pagi juga sayangku,Positive
777,2022-04-05 21:15:41+00:00,wah sempet bangun ternyata  pagi yop,Positive
778,2022-04-05 21:15:36+00:00,makasih udah ngingetin yah cantik,Positive
779,2022-04-05 21:15:35+00:00,udah imsak ayang,Positive
780,2022-04-05 21:15:28+00:00,pagi b,Positive
781,2022-04-05 21:15:26+00:00,ahahahahah sialan kaget n npantes aneh   soalnya aku ga punya pacar tbtada yg ngechat ginian  n npag,Positive
782,2022-04-05 21:15:21+00:00,makasih     tapi udah mo imsak yop,Positive
783,2022-04-05 21:15:20+00:00,morning yop     nsudah imsak disini tapi makasih sudah ngingetin,Positive
784,2022-04-05 21:15:15+00:00,makasihh bebb          nudah kok ndah beres  maacih,Positive
785,2022-04-05 21:15:13+00:00,pagi,Positive
786,2022-04-05 21:15:01+00:00,pagi juga sayang,Positive
787,2022-04-05 21:14:57+00:00,pagi juga sayang  yuk sahur bareng ama aku,Positive
788,2022-04-05 21:14:53+00:00,pagii sayang       n nudah yop,Positive
789,2022-04-05 21:14:50+00:00,pagi yopi,Positive
790,2022-04-05 21:14:45+00:00,udah imsak sayang,Positive
791,2022-04-05 21:14:45+00:00,tumbenan nih yop  ada apa nih,Positive
792,2022-04-05 17:06:23+00:00,wiiiih nanniv,Neutral
793,2022-04-05 16:50:47+00:00,ditunggu kejutannya besok,Positive
794,2022-04-05 16:45:28+00:00,ada tv sesi,Neutral
795,2022-04-05 16:44:41+00:00,apaan nih,Neutral
796,2022-04-05 16:43:46+00:00,m chan tumpengan,Neutral
797,2022-04-05 16:42:33+00:00,yang pasti  ada kamu di hatiku sih yop,Positive
798,2022-04-05 16:35:55+00:00,lagu baru,Neutral
799,2022-04-05 16:35:31+00:00,hmmmm ada apa tuchhhh,Positive
800,2022-04-05 16:34:50+00:00,tebak,Neutral
801,2022-04-05 16:34:32+00:00,ada tv,Neutral
802,2022-04-05 16:33:55+00:00,nentah  saya pun tak tau nyagoo potong tumpeng  meter,Positive
803,2022-04-05 14:36:09+00:00,pagi,Positive
804,2022-04-05 14:14:45+00:00,kepada ketua korenhormaaaaaaat grakk,Positive
805,2022-04-05 14:06:35+00:00,yopi kita udah real gaes,Positive
806,2022-04-05 13:13:17+00:00,ihhhh gemesin banget yopiiiii aaaaa mirip karena sama sama lucuuuu  lt  lt,Positive
807,2022-04-05 12:35:55+00:00,aaa karung mana karung nlucu banget gemes,Positive
808,2022-04-05 12:17:55+00:00,arrghh kawaiiii     a    a,Positive
809,2022-04-05 12:17:32+00:00,emang mirip sih wkwkwk,Positive
810,2022-04-05 11:51:09+00:00,whauahahha thankyuu,Positive
811,2022-04-05 11:32:33+00:00,teteh semoga suka,Positive
812,2022-04-05 11:30:00+00:00,karung mana karung,Positive
813,2022-04-05 11:01:07+00:00,pagi yopi,Positive
814,2022-04-05 10:55:02+00:00,pagi,Positive
815,2022-04-05 10:54:12+00:00,gemesss liatnya,Positive
816,2022-04-05 10:43:30+00:00,utututu gemesh banget sih,Positive
817,2022-04-05 10:42:13+00:00,kok mirip bwkwkwkwk,Positive
818,2022-04-05 10:33:55+00:00,ih pengen kucubit,Positive
819,2022-04-05 10:25:31+00:00,yop g follow ni anak sapa tau bisa kenalan kecoa lokal    a,Positive
820,2022-04-05 10:24:31+00:00,ah that kecoa nyg lu maksubkan si coro kan,Positive
821,2022-04-05 10:13:23+00:00,pengen tak ihhhhhhhhhhh,Positive
822,2022-04-05 10:04:02+00:00,malah keliatan lucu,Positive
823,2022-04-05 09:52:20+00:00,kyaaaa lucunyaa pgn cubit boleh tidak    gemas sekali anda    a    a,Positive
824,2022-04-05 09:45:59+00:00,lucu,Positive
825,2022-04-05 09:43:47+00:00,ucuuulllllll pengen pat pat www,Positive
826,2022-04-05 09:24:15+00:00,gemoy    n ntapi emang mirip sih,Positive
827,2022-04-05 09:23:57+00:00,kawaiiofi,Positive
828,2022-04-05 09:12:26+00:00,jadi selama ini iofi itu otter  npantesan kok lucu,Positive
829,2022-04-05 09:09:49+00:00,lucukkk weh  lucukk bangettttt       tau lucu gak   gemessssss,Positive
830,2022-04-05 09:09:37+00:00,momen ketika alien pendecngamuk,Negative
831,2022-04-05 09:08:53+00:00,jadi selama ini yopi adalah,Neutral
832,2022-04-05 09:06:23+00:00,lucuuuu,Positive
833,2022-04-05 09:06:18+00:00,gemoy ww,Positive
834,2022-04-05 09:04:28+00:00,kekw,Neutral
835,2022-04-05 09:04:16+00:00,mau marah aja malah jadi lucu n nsasuga dedek yopi,Positive
836,2022-04-05 09:03:44+00:00,mirip amat,Neutral
837,2022-04-05 09:02:11+00:00,hahahaahaha gemes banget n nmau permen ga dek,Positive
838,2022-04-05 08:37:41+00:00,sorb,Neutral
839,2022-04-05 08:37:28+00:00,ok bang makasih bnyk infonya,Neutral
840,2022-04-05 08:00:34+00:00,salam pramuka,Neutral
841,2022-04-05 07:56:41+00:00,pagi ayangg,Positive
842,2022-04-05 07:46:44+00:00,waktu masih jadi junior sekolah  yg ga ikutan pramuka nanti g bakal naik kelas n npas udh lulus seko,Positive
843,2022-04-05 07:34:21+00:00,semua ada kandungan vitamin nya  kalo enervon ada vitamin juga kalo zindoang,Neutral
844,2022-04-05 07:11:12+00:00,pagi ranii,Positive
845,2022-04-05 06:59:50+00:00,met pagi,Positive
846,2022-04-05 06:49:00+00:00,pagi,Positive
847,2022-04-05 06:43:01+00:00,korontakut ngga naik kelas karna udah bolos pramuka  kali,Positive
848,2022-04-05 06:26:35+00:00,pagiii yopi        n nmayan buat wallpaper wkwkw,Positive
849,2022-04-05 06:10:51+00:00,pagi  a,Positive
850,2022-04-05 06:05:22+00:00,pagi,Positive
851,2022-04-05 05:58:36+00:00,itu udh ada kandungan yg laennya jg ya  gw nyari yg khusus zindoang ada ga ya kira,Neutral
852,2022-04-05 05:50:55+00:00,pagiii,Positive
853,2022-04-05 05:40:37+00:00,yooo  dikit lagi yukkk,Positive
854,2022-04-05 05:39:42+00:00,uwoooghhh kklet s goooo            nsiapkan kamera kita,Positive
855,2022-04-05 05:39:04+00:00,foto trus edit hidungnya,Positive
856,2022-04-05 05:35:16+00:00,k lagi menuju k views ikzzz,Positive
857,2022-04-05 05:29:49+00:00,pagiiiiiiii,Positive
858,2022-04-05 05:29:00+00:00,selamat pagy,Positive
859,2022-04-05 05:26:30+00:00,selamat pagi,Positive
860,2022-04-05 05:11:25+00:00,pagi        n nwah bagus    pantes makin cerah aja wajahnya  a,Positive
861,2022-04-05 04:28:25+00:00,telat jawalagi try out,Positive
862,2022-04-05 04:13:48+00:00,pagi nona manis  n nbaguslah kalau sudah tidur nyenyak  jaga kesehatan ya,Positive
863,2022-04-05 04:06:59+00:00,pagi  yopyop   nwalaupun dah pagi menjelang siang  tapi senyummu masih tetap indah rupawan  bagusla,Positive
864,2022-04-05 04:06:46+00:00,pagi yopi           nsyukurlah   nsenang mendengarnya,Positive
865,2022-04-05 04:06:38+00:00,pagii yop       nsyukur deh kalo gitu    nkirain ngga dapet dosis iofinium harian,Positive
866,2022-04-05 04:03:25+00:00,pagiii nona cantiikkk  n npantes agak telat ya  n nglato hear that  i hopyou hava great day toda,Positive
867,2022-04-05 03:30:14+00:00,girl scout koronn npramuka putri koron,Positive
868,2022-04-05 03:28:13+00:00,finally nkoronjoinegirl scout  n nakhirnya  nkorongabung pramuka putri,Positive
869,2022-04-05 03:03:16+00:00,ko onbisa tepuk pramuka skrg,Positive
870,2022-04-05 02:31:35+00:00,yopi suka kpop   sheeesh,Positive
871,2022-04-05 02:02:43+00:00,sangat memotivasi,Positive
872,2022-04-05 01:32:38+00:00,ini masih mending dek  dulu kakak,Negative
873,2022-04-04 23:37:51+00:00,koron pramuka  interesting tak yop,Positive
874,2022-04-04 23:00:51+00:00,otsuyopii  maaaku ketiduran lebih cepat dari biasanya  lembur kemarin  n nbut i ll try to watch th,Positive
875,2022-04-04 22:58:45+00:00,itu belum seberapa dek  jaman kakak dulu disuruh gigit jari orang,Negative
876,2022-04-04 22:58:36+00:00,bagus banget yopi,Positive
877,2022-04-04 22:27:53+00:00,sorry bang mau tnya  suplemen zinyg rekomen di apotek merek apa ya,Positive
878,2022-04-04 21:39:16+00:00,jadi inget masa masa dipramuka lagi,Positive
879,2022-04-04 21:25:21+00:00,keinget masa sekolah asli  perkemahan sabtu minggu waji pbomg banyak kengan wkwk,Positive
880,2022-04-04 20:24:48+00:00,jadi ingat beliau         a,Positive
881,2022-04-04 20:20:34+00:00,salam pramuka prok prok prok jadi apa jadi apa prok prok prok prok,Positive
882,2022-04-04 20:00:10+00:00,ini sakura miyawaki kan yaaa     uwihiwbdkqnskwj cakep bangettttttt,Positive
883,2022-04-04 19:38:51+00:00,o kaka pembina,Positive
884,2022-04-04 18:23:26+00:00,req    kalo koronpakpramuka    okayu pakbatik sma aku dulu dong,Positive
885,2022-04-04 17:47:53+00:00,coba ga ada dasi  persis pns,Positive
886,2022-04-04 17:29:44+00:00,setelah  tahun mendaftar akhirnya koronditerima menjadi pramuka kwartir jepang,Positive
887,2022-04-04 17:23:54+00:00,kalau koro san yang jadi pemandu pramuka gabakal bolos pramuka lagi deh,Positive
888,2022-04-04 16:56:44+00:00,otsuyopi tetap sangat bagus kau menggambarnya,Positive
889,2022-04-04 16:37:52+00:00,otsuyopi  njangan samprisu liat ini sih  bisa kejang dia nanti wkwk,Positive
890,2022-04-04 16:36:30+00:00,otsuyopi  n nselamat beristirahat  dan jgan lupa untuk tetap seiso  n nberhubung tadi udah   you know lah,Positive
891,2022-04-04 16:33:07+00:00,praja muda koron,Positive
892,2022-04-04 16:32:47+00:00,otsuyopi   nkoronpakai seragam pramuka jadi beneran lucu     ssg yopi,Positive
893,2022-04-04 16:32:35+00:00,otsuyopi  nkalo boca pramukanya kek gini sih auto join eskul pramuka,Positive
894,2022-04-04 16:32:10+00:00,kaka korono,Positive
895,2022-04-04 16:31:20+00:00,idiihhh ngimprovnih ynyang lama msh bocil bngt nyang sekarang sudah siap main lumpuran,Positive
896,2022-04-04 16:30:43+00:00,ayu neee,Positive
897,2022-04-04 16:27:38+00:00,cepat sekali gedenya,Positive
898,2022-04-04 16:25:41+00:00,dulu masih kecil yop ko onmakanya imut  sekarang udah gedjadi cantik      n ngreat improvyop,Positive
899,2022-04-04 16:25:35+00:00,kaget jir dpet noti,Positive
900,2022-04-04 16:25:33+00:00,dalam  tahun anjingnya udah gedaja bun,Positive
901,2022-04-04 16:24:20+00:00,otsuyopi  nmakasih buat stream nya  dan buat ko onpramuka kawaii,Positive
902,2022-04-04 16:24:16+00:00,dulu ucullllllllll bangetttt nsekarang cantikkkk bangettttttt,Positive
903,2022-04-04 16:23:04+00:00,pramuka pramuka sebulan penuh pramuka,Positive
904,2022-04-04 16:21:32+00:00,ayu tenan iki n nkalau bajing ndeleng iki dhewekbakal seneng banget,Positive
905,2022-04-04 16:20:57+00:00,koronkokonuto versyon,Positive
906,2022-04-04 16:20:38+00:00,kawaiiii,Positive
907,2022-04-04 16:20:02+00:00,jadi anak pramuka,Positive
908,2022-04-04 16:19:59+00:00,koronsi anak kokonut,Positive
909,2022-04-04 16:19:58+00:00,otsukareee yopi            nterima kasih stream senin produktiedisi ramadhan nya                n nkoro paisen,Positive
910,2022-04-04 16:19:55+00:00,uwaaahhh    tjakep asli   nkoronboleh juga dipakein baju pramuka gitu,Positive
911,2022-04-04 16:19:30+00:00,bakalan banyak yang daftar pramuka nih,Positive
912,2022-04-04 16:19:23+00:00,otsuyopii  nmakasih buat streamnya yop,Positive
913,2022-04-04 16:19:12+00:00,menunggu risu muncul,Positive
914,2022-04-04 16:19:10+00:00,tidurrr ntar kakak robohin tendanya  begitu lah kata kakak pradana,Positive
915,2022-04-04 16:19:08+00:00,otsu yop  selamat malam,Positive
916,2022-04-04 16:19:05+00:00,bjir imut bet koronpakseragam pramuka,Positive
917,2022-04-04 16:19:02+00:00,uwogggfhhhhhhhjh otsukar,Positive
918,2022-04-04 16:18:57+00:00,kok cakeppp,Positive
919,2022-04-04 16:18:16+00:00,otsu yopi    makasih dah nemenin lembur,Positive
920,2022-04-04 16:09:19+00:00,pertanyaan macam apa ini,Positive
921,2022-04-04 12:01:01+00:00,masya allah besti aman  yakin aman  agak sus  tpi semoga saja stream nya ngga ero    n nstay halal,Positive
922,2022-04-04 11:38:00+00:00,kawal terus besti,Positive
923,2022-04-04 11:26:28+00:00,jmakin semangat sahur nih wkwkwwk,Positive
924,2022-04-04 11:23:35+00:00,masyallah sister,Positive
925,2022-04-04 11:20:24+00:00,beh  kpop atau artis korea mantep mantep ykalau udah masalah cantik atau ganteng   tenang yopi juga cantik kok,Positive
926,2022-04-04 10:56:45+00:00,bisa dipahami yopi           nsemangat    nbakal nonton sambil nugas paling hari ini  ww,Positive
927,2022-04-04 10:53:13+00:00,pagi,Positive
928,2022-04-04 10:17:37+00:00,kan udah jam buka wkwkwjkw,Positive
929,2022-04-04 10:08:24+00:00,okay dokay yopi baby n nditunggu be,Positive
930,2022-04-04 09:51:18+00:00,jangan ada gacha di bulan ini yop wkekwkwk,Positive
931,2022-04-04 09:27:51+00:00,alhamdulillah            ikz,Positive
932,2022-04-04 09:23:39+00:00,siap dimengerti  n nhalal modikzzzzzz,Positive
933,2022-04-04 09:22:37+00:00,gambar   gambar ikz       u,Positive
934,2022-04-04 09:20:36+00:00,noice n nahh i sewww siap dehh ditunggu,Positive
935,2022-04-04 09:19:23+00:00,wkwkwkwk  moderonya dikunci dulu,Positive
936,2022-04-04 09:19:18+00:00,dimengerti  yopi  www nsenin produktiedisi ramadhan ikzzz,Positive
937,2022-04-04 09:19:03+00:00,yang aman ya  ok yop    gambar mecha dong,Positive
938,2022-04-04 09:18:13+00:00,perfect  ngepas bisa nonton kelar tarwih dan aman sentosa pemilihan temanya  ditunggu streamnya ya  yopyop,Positive
939,2022-04-04 09:17:50+00:00,siap atuh neng yopi,Positive
940,2022-04-04 09:17:00+00:00,ooh  siap yop  www,Positive
941,2022-04-04 09:16:52+00:00,stay halal wkwkwk jangan jangan gambar ukhti yopi lagi wkwk,Positive
942,2022-04-04 08:10:14+00:00,pagi be,Positive
943,2022-04-04 07:58:17+00:00,ga bisa gambar hadsombois tapi bisa jadi diktator  v,Positive
944,2022-04-04 07:54:37+00:00,makanya   family emg pada cantik  darisananya,Positive
945,2022-04-04 07:27:02+00:00,thank you so much iofi     dia juga seneng banget bisa ngerjain project bareng kamu   a   dia p,Positive
946,2022-04-04 07:16:53+00:00,cantikan yopi,Positive
947,2022-04-04 07:16:41+00:00,makan samyang pedas fimeler,Positive
948,2022-04-04 06:37:09+00:00,pagi yopi,Positive
949,2022-04-04 06:29:21+00:00,dasarnya muka muka anak akkan udah banyak yang cantik tuh  dikasih makeup sama styl,Positive
950,2022-04-04 06:28:16+00:00,gila sih sakura dikasih styldan makup korea langsung berubah banget,Positive
951,2022-04-04 05:58:37+00:00,ohapi,Positive
952,2022-04-04 05:50:50+00:00,ini normal nya ga sih yop,Positive
953,2022-04-04 05:25:53+00:00,selamat pagi,Positive
954,2022-04-04 05:15:12+00:00,makeup kpop ngeri ya  jadi beda wkwk,Positive
955,2022-04-04 05:11:56+00:00,duh cantik banget itu yop,Positive
956,2022-04-04 05:11:26+00:00,ngikut retweet yop,Positive
957,2022-04-04 05:09:56+00:00,pagi,Positive
958,2022-04-04 04:53:19+00:00,ohiofi,Positive
959,2022-04-04 04:48:38+00:00,pagi yopi,Positive
960,2022-04-04 04:47:44+00:00,sakura makin cakep banget,Positive
961,2022-04-04 04:40:42+00:00,sakura my beibeh,Positive
962,2022-04-04 04:30:33+00:00,akhirnya muncul juga sakura,Positive
963,2022-04-04 04:27:35+00:00,cantik banget ya tuhankuuuuu,Positive
964,2022-04-04 04:26:32+00:00,pagi ayank,Positive
965,2022-04-04 04:26:20+00:00,gilak cantik banget,Positive
966,2022-04-04 04:17:39+00:00,semangat yopi,Positive
967,2022-04-04 04:15:54+00:00,akhirnya omg,Positive
968,2022-04-04 04:13:20+00:00,ya kan    mana cakep bangetttt,Positive
969,2022-04-04 04:12:51+00:00,sakuraaaaa,Positive
970,2022-04-04 04:09:45+00:00,cantik banget,Positive
971,2022-04-04 02:31:44+00:00,eyyy pagiii yop  goomorning  seperti biasa selalu cantik dan imut jadi   gimana hidung nya  udah,Positive
972,2022-04-04 01:46:15+00:00,cabadalah dekongestan alami,Positive
973,2022-04-04 01:38:43+00:00,moga lancar,Positive
974,2022-04-03 22:36:28+00:00,terimakasih buat schedulenya yopi,Positive
975,2022-04-03 21:08:16+00:00,ohhh thank you for thschedul yopi    nditunggu semua streamnya,Positive
976,2022-04-03 20:08:29+00:00,monopoli seru sumpah yop    n nehhh menkrepp       yopp  kesambet apa yop,Positive
977,2022-04-03 17:09:07+00:00,pagi,Positive
978,2022-04-03 16:44:12+00:00,waaaaa    tanoshimi sekali,Positive
979,2022-04-03 16:43:14+00:00,tanggal  anniversary holoigen,Positive
980,2022-04-03 16:41:21+00:00,yosh  nmakasih banyak buat jadwalnya yop,Positive
981,2022-04-03 16:38:29+00:00,makasih schedulenya yopiii,Positive
982,2022-04-03 16:38:12+00:00,dah sembuh yop  mantap,Positive
983,2022-04-03 16:36:58+00:00,thank you for thschedul iofi    nbentar lagi anniv nih,Positive
984,2022-04-03 16:36:36+00:00,babuyyyyyyy menunggu stream gambar kouhai heaaa,Positive
985,2022-04-03 16:17:41+00:00,takyour timmaam  bakalan ditungguu,Positive
986,2022-04-03 16:17:08+00:00,ohh   n nomg ditunggu ya,Positive
987,2022-04-03 15:50:23+00:00,ada rquest khusus gak buat bbrp ioforia tertentu  www,Positive
988,2022-04-03 15:34:53+00:00,pagi,Positive
989,2022-04-03 15:17:42+00:00,pagi juga b,Positive
990,2022-04-03 15:04:59+00:00,ok kami tunggu schedulnya,Positive
991,2022-04-03 15:03:21+00:00,pagi,Positive
992,2022-04-03 15:00:25+00:00,wadu wadu  di bangunin sama ayang,Positive
993,2022-04-03 14:45:55+00:00,lanjut part,Positive
994,2022-04-03 14:44:28+00:00,ditunggu jadwalnya yop,Positive
995,2022-04-03 14:42:55+00:00,wokyopi,Positive
996,2022-04-03 14:40:08+00:00,sudah membaik yop,Positive
997,2022-04-03 14:38:52+00:00,ear piercing juga gpp yop biar melek,Positive
998,2022-04-03 14:38:11+00:00,wah manta makasih yop,Positive
999,2022-04-03 14:36:21+00:00,morning yop www  gimana kabar deadlinnya,Positive
1000,2022-04-03 14:35:38+00:00,wooh alarm baru  ngga sabar,Positive
1001,2022-04-03 14:34:25+00:00,siap yop   nditunggu,Positive
1002,2022-04-03 14:32:23+00:00,ohagi,Positive
1003,2022-04-03 14:31:59+00:00,uwahh dibangunin sahur,Positive
1004,2022-04-03 14:31:37+00:00,di tunggu jadwalnya yop,Positive
1005,2022-04-03 14:28:44+00:00,uwooh  tskr yop              ndi bangunin sahur sama yopi,Positive
1006,2022-04-03 14:25:49+00:00,iopi masih ngigou kah,Positive
1007,2022-04-03 14:25:45+00:00,dibangunin sahur sama ayang,Positive
1008,2022-04-03 14:24:44+00:00,makasih yop buat alarm nya,Positive
1009,2022-04-03 14:24:37+00:00,pagi  yopi,Positive
1010,2022-04-03 14:22:40+00:00,jadi gini guys n naku takut nanti mlah lebih susah bangun  karena alarmnya ku snoozterus demi deng,Positive
1011,2022-04-03 14:22:30+00:00,ohayopi     ww,Positive
1012,2022-04-03 14:21:18+00:00,sedullll letgoo,Positive
1013,2022-04-03 14:19:28+00:00,wow paket lengkapp,Positive
1014,2022-04-03 14:19:13+00:00,ada versi berisiknya gak,Positive
1015,2022-04-03 14:19:07+00:00,gabung membership demi dibanguni sama ayang,Positive
1016,2022-04-03 14:18:59+00:00,bagaimana caranya  mudah sekali untuk bergabung kira kira klu,Positive
1017,2022-04-03 14:18:48+00:00,dibangunin sahur ama yopik  beh pa,Positive
1018,2022-04-03 14:18:29+00:00,pagi yopii  part,Positive
1019,2022-04-03 14:17:54+00:00,pagi teh rani,Positive
1020,2022-04-03 14:17:36+00:00,waduuu mantappp  makasih yopp,Positive
1021,2022-04-03 14:17:26+00:00,otw jadiin alarm,Positive
1022,2022-04-03 14:17:19+00:00,okyoppp tapi jangan terlalu padet ya kalo masih sakit,Positive
1023,2022-04-03 14:17:17+00:00,uwoghhhhhhhh dibangun sama ayang yopi    very tskrrrrrrr,Positive
1024,2022-04-03 14:17:04+00:00,uwu sahur dibangunin ayang,Positive
1025,2022-04-03 14:16:48+00:00,wihhh serius yopppp       makasih banyak yopiii,Positive
1026,2022-04-03 14:15:15+00:00,pagi yopi tapi kok disini malam ya,Positive
1027,2022-04-03 14:13:22+00:00,malam yopi,Positive
1028,2022-04-03 14:12:15+00:00,pagi,Positive
1029,2022-04-03 14:11:38+00:00,ohhhhhhh ditunggu schedulnya,Positive
1030,2022-04-03 14:11:35+00:00,hhahah pagi iofi part,Positive
1031,2022-04-03 14:11:33+00:00,pagi juga              part,Positive
1032,2022-04-03 14:11:17+00:00,pagi cayank,Positive
1033,2022-04-03 14:11:13+00:00,niditunggu schedulnya,Positive
1034,2022-04-03 14:11:05+00:00,yuk yuk,Positive
1035,2022-04-03 14:10:51+00:00,pagi yopi,Positive
1036,2022-04-03 14:10:34+00:00,pagi,Positive
1037,2022-04-03 14:10:33+00:00,pagi top www,Positive
1038,2022-04-03 14:10:32+00:00,pagi yopiii  ndeadlingimana kabar  www,Positive
1039,2022-04-03 14:10:32+00:00,pagii        yopi,Positive
1040,2022-04-03 14:10:23+00:00,pagi iofi,Positive
1041,2022-04-03 14:10:20+00:00,pagiii   part,Positive
1042,2022-04-03 14:10:11+00:00,pagi,Positive
1043,2022-04-03 14:10:10+00:00,pagi w,Positive
1044,2022-04-03 11:58:04+00:00,dek  udah abang bilang  jangan main kecoak  jorok dek   eh eh eh   dek kecoaknya jangan dimakan  buang buang   hii jorok,Negative
1045,2022-04-03 11:39:37+00:00,wakaru,Neutral
1046,2022-04-03 11:14:49+00:00,sama  tapi klo aku obat batuk    rasanya bikin ngantuk banget  dan gak bisa ditahan   pasti ujung ujungnya tidur,Neutral
1047,2022-04-03 10:22:36+00:00,sering sering baca doujin  yop  pasti terasah dengan sangat mantap,Negative
1048,2022-04-03 10:16:06+00:00,samyop n ni feel your pain yop ngimana caranya ngehalu sama husbu kalo ga bisa gambar cogan,Negative
1049,2022-04-03 09:57:07+00:00,cepet sembuh ya yopi,Positive
1050,2022-04-03 09:56:38+00:00,inhaler  balsem vaporu vicks   hirup uap panas  nasal spray  atau kalo berani bersihin hidung pa,Neutral
1051,2022-04-03 09:06:11+00:00,wkwkwkwk smngatt yopiii deadlinnyaaa jngan kecapean ya bebebhahaha,Positive
1052,2022-04-03 08:50:40+00:00,sangat amat menggokil,Positive
1053,2022-04-03 08:07:40+00:00,pagi yopiii sayaang,Positive
